Roulez branches : les voitures electriques;4405;"Le camion de CPS se rend à la Rochelle, l'une des villes de France où l'on croise aujourd'hui le plus grand nombre de voitures electriques. Aucun bruit, pas de pot d'echappement, pas de nuage toxique derriere le vehicule et pas de cambouis quand on met les mains dans le moteur : c'est la voiture electrique que F & J sont alles ""tester"" et ""desosser"" à la Rochelle. Si tout le monde s'en donne la peine - ingenieurs, industriels et particuliers - ce sera la voiture du 21eme siecle qui reglera sûrement tous les problemes de pollution que nous connaissons aujourd'hui dans les villes. ";Technologie, physique chimie;Transport;1995
Vol au dessus d'un nid d'avions;4406;Aeroport Roissy-Charles de Gaulle. Depuis l'entretien des avions de ligne au sol jusqu'au pilotage d'un Boeing 747, en passant par l'organisation d'un aeroport et les tours de contrôle, nous allons suivre etape par etape le deroulement d'un vol transatlantique et repondre à la fameuse question: comment les avions volent-ils ? ;Technologie, physique chimie;Transport;1995
Les ponts;4602;"Nous allons decouvrir le plus grand pont à haubans du monde : le Pont de Normandie, situe sur l'estuaire de la Seine, et son petit frere - plus modeste - le pont de Tancarville. Fred a escalade les câbles du pont de Tancarville - hauts de 123 metres - pour nous parler des principes du pont suspendu, sous lequel peuvent circuler de tres grands bateaux. Puis, il nous entraîne dans ce qu'on appelle la chambre d'ancrage ou ""le chien assis"", où viennent s'ancrer les 56 câbles elementaires. Puis, du haut de l'un des piliers du Pont de Normandie - qui compte 184 haubans partant de 2 piliers hauts de 214 metres - Fred nous explique l'interêt du pont à haubans et pourquoi il a fallu trois ans de travaux pour les seules fondations des pylônes. Mais la particularite de ce pont, c'est son tablier creux en ""aile d'avion inversee"" où Fred va circuler. ";Technologie, physique chimie;Grds travaux et architectures;1995
Grottes, gouffres et abîmes;1102;F & J partent faire de la speleologie dans les grottes et gouffres de L'Herault. Fred est accompagne de Michel Siffre, un fameux speleologue qui, en 1962, a passe 205 jours hors du temps, en restant sous terre au Texas. Ensemble, ils explorent la riviere souterraine de Bramabiau. Ils partent ensuite à la decouverte de la Grotte de Clamouse et de ses differentes concretions, parmi lesquelles se trouvent des stalactites vieilles de 200 000 ans. Nous decouvrirons l'interêt de ces surprenantes formations calcaires, qui permettent par exemple de mieux connaître l'histoire du climat. Puis, nous assisterons à un sauvetage en speleologie, une activite qui s'avere dangereuse quand elle n'est pas bien maîtrisee. Michel Siffre evoquera egalement la vie cavernicole et les animaux habitant les grottes comme les chauve-souris. ;La terre et l'univers;Geologie;1996
L'or c'est l'or !;1103;F & J nous emmenent dans le Limousin decouvrir la mine d'or de Laurieras. Ils nous montrent à quoi ressemble un filon d'or, les techniques de prospection et le chantier d'extraction où l'on utilise des explosifs. Fred nous explique comment on traite le minerai d'or, puis se rend dans une fabrique de lingots d'or et chez un bijoutier. Nous le suivons aussi dans une riviere avec un orpailleur. Jamy nous explique ce qu'est l'or, comment se forme un filon, à quoi ressemble une mine d'or et ce que sont les carats. ;La terre et l'univers;Geologie;1996
La traversee du desert;1205;F & J quittent le continent europeen pour aller dans le plus grand desert du monde : le Sahara. En 4x4, à dos de dromadaire ou de mulet, ils nous font decouvrir le desert et ses habitants. Fred nous montre que ce desert de 8 millions de km carres n'est pas fait que de sable et de dunes, mais de paysages varies : gorges, regs (vallees de cailloux) et falaises de gres. Il nous parle des conditions climatiques, de l'aridite et des vegetaux qui, comme l'arbre Acacia Raddiana, se sont adaptes à la secheresse. Ce sera l'occasion de faire un tour d'horizon des principaux deserts de notre planete qui couvrent jusqu'à 20 % de sa surface. A Laayoune, Fred part à la rencontre des Peuls et des Touaregs, nomades du Sahara. Il decouvre egalement des agriculteurs sedentaires dans le village de Tarfaya. Nous verrons aussi comment certaines especes animales vivent dans le desert et bien sûr le plus etonnant des animaux du Sahara : le dromadaire. ;La terre et l'univers;Geographie et geologie;1996
Reveillon sous la neige;1206;Nous retrouvons F & J dans le parc naturel du Queyras pour parler de la faune et de la vegetation de haute montagne. Ils nous expliqueront pourquoi on ne trouve que des forêts de resineux à cette altitude, comment les animaux resistent au dur climat de l'hiver etc. ;La terre et l'univers;Geographie et geologie;1996
Ascension du Mont-Blanc;1207;F & J prennent la direction de Chamonix pour faire l'ascension du Mont-Blanc. Fred commence l'ascension avec le tramway à cremaillere construit en 1909 et s'arrête au refuge du Nid d'Aigle à 2400 m d'altitude. Tout au long de la montee, il nous parle des conditions de vie rencontrees en altitude et des consequences du manque d'air sur notre organisme. Il evoque aussi le mal des montagnes et le rôle du caisson hyperbare avec les medecins de l'ARPE, installes dans le laboratoire du refuge Vallot. Apres plusieurs etapes, le voilà enfin arrive au sommet, à 4807 m ! Nous verrons egalement des reportages sur les premieres ascensions du Mont-Blanc, les grands noms de l'alpinisme, et les risques encourus en montagne.;La terre et l'univers;Geographie et geologie;1996
L'oasis, une escale dans le desert;1208;F & J quittent le continent europeen pour aller dans le plus grand desert du monde : le Sahara. En 4x4, à dos de dromadaire ou de mulet, ils nous font decouvrir le desert et les oasis, où la vie repond à une organisation tres particuliere. F & J parcourent le desert à la recherche d'un point d'eau et atteignent une oasis, situee au sud-est du Sahara marocain, l'oasis de Fint. Nous verrons comment les oasiens (habitants de l'oasis) vivent et s'organisent pour travailler et cultiver leur parcelle. L'oued de Fint alimente l'oasis en eau grâce au reseau de seguias, permettant l'irrigation des parcelles. L'oasis recree un microclimat qui rend l'agriculture possible. La presence des palmiers dattiers joue, en effet, un rôle primordial puisqu'ils abritent du soleil les arbustes, amandiers et autres cultures variees (cereales, agrumes, tomates...). ;La terre et l'univers;Geographie et geologie;1996
Noël à Saint-Veran : Le conte de Noël : ;1209;La veille de Noël, F & J abandonnent leur camion-atelier pour un voyage pittoresque au cœur du Queyras, dans le village de Saint-Veran. Ce sera l'occasion pour decouvrir les activites traditionnelles : la fromagerie, le four à pain, la vie des bergers etc. Jamy nous expliquera comment faire du fromage, pourquoi la laine des moutons tient chaud... ;La terre et l'univers;Geographie et geologie;1996
Du ble au pain;1303;Les sorciers decouvrent la culture des cereales en France, en particulier le ble, puis ils decortiquent la fabrication du pain, artisanal ou industriel.;La terre et l'univers;Botanique et agronomie;1996
Le marais poitevin;1402;"F & J nous emmenent decouvrir le marais poitevin aussi appele la ""Venise verte"". Fred nous fait survoler l'ensemble du marais dont la superficie atteint 96 000 hectares. Il nous explique comment celui-ci a ete endigue et desseche et quel rôle jouent les marais desseche et mouille. Il nous parle du systeme des canaux d'evacuation et des portes à flot qui separent les eaux salees de la mer des eaux douces du canal. Nous verrons egalement comment la vie s'organise au sein du marais : le type d'habitation, les moyens de locomotion, les pâturages, l'agriculture, mais aussi l'importance de la vie animale qui regroupe des mammiferes comme la loutre d'Europe et de nombreuses especes d'oiseaux. ";La terre et l'univers;Nature;1996
Fourmis formidables;1503;Decouverte de l'univers des fourmis, de leur organisation sociale, mais egalement de certaines especes particulieres.;La terre et l'univers;Faune;1996
L'eau : ça coule de source;1602;F & J suivent le chemin de l'eau : des sources ou des rivieres jusqu'à nos robinets en passant... par les stations d'epuration ! Fred nous guide dans les circuits qu'empruntent l'eau potable et les eaux usagees. Nous verrons comment on elimine les gros dechets de l'eau et decouvrirons tout du fonctionnement des bassins de filtration biologique de l'usine d'Ivry. Jamy nous explique d'où vient l'eau que l'on boit (le cycle de l'eau), comment on garde l'eau propre quand elle circule dans les canalisations et comment on epure l'eau dans une station. ;La terre et l'univers;Environnement;1996
Atmosphere, atmosphere (la pollution de l'air);1603;F & J quittent la campagne et se rendent à Paris pour enquêter sur la pollution atmospherique. Ils nous donnent rendez-vous à Airparif où sont transmises les donnees sur la qualite de l'air. Fred nous explique de quoi est compose l'air que nous respirons à la campagne comme à la ville. Il decouvre que la pollution peut aussi provenir de sources telles que les termites, les volcans, les marecages, ou le methane, le plus simple des gaz naturels. Du haut de son velo, Fred explique ce qu'on appelle la pollution atmospherique  -  d'où elle provient et comment on peut la mesurer. Mais de nos jours, le trafic routier reste le principal responsable de la pollution en milieu urbain. Aussi, il se rend à la Tour Saint Jacques, station de surveillance de la qualite de l'air qui transmet ses informations tous les quarts d'heure au laboratoire central d'Airparif. Plusieurs capteurs d'air sont repartis dans la ville et nous verrons comment fonctionne le laboratoire d'analyses. Enfin, F & J evoquent le fameux trou de la couche d'ozone  -  les consequences que cela entraîne sur notre environnement planetaire, ainsi que les dangers de l'effet de serre sur la climatologie. ;La terre et l'univers;Environnement;1996
Histoires de cœur;2006;F & J nous revelent tout sur le cœur. Nous les suivrons à l'INSEP où s'entraînent les sportifs et à l'hôpital Broussais pour une operation à cœur ouvert. Fred se rend à l'INSEP voir comment fonctionne le cœur quand il est soumis à des exercices physiques. Il nous parlera des battements, du rythme cardiaque pendant l'effort et se prêtera à un echocardiogramme. Nous parlerons du souffle au cœur, des sports stressants et de l'infarctus. Enfin, Fred assistera à une operation à cœur ouvert en direct de l'hôpital Broussais avec le professeur Alain Carpentier. Nous verrons aussi l'evolution des greffes de cœur et si les conditions le permettent, Fred suivra le deroulement d'une greffe. Puis, nous interviewerons un jeune greffe du cœur, Laurent Pastre, qui se lancera dans une course à velo avec nos deux comperes. ;Sport et sante;Medecine et biologie;1996
